,rank,trial,l_1 ratio,score,silhouete score,rmse
182,2,2,0.5,0.6570441608486797,0.5251345887388311,1.3704289268833103
183,2,3,0.5,0.6149405603432873,0.5095485404853229,1.3707084661472924
184,2,4,0.5,0.6200151681978439,0.5111650079085999,1.3726528727124834
185,3,0,0.5,0.6989928544200046,0.5128896719059638,1.0064387399344128
186,3,1,0.5,0.7120363798352367,0.5971193693877506,1.0045698772855123
187,3,2,0.5,0.7399015343002019,0.6497343279181726,1.1416369904798949
188,3,3,0.5,0.7158958526393336,0.618443613837077,0.9905503997967087
189,3,4,0.5,0.6427322094694999,0.4042339543859031,1.2813941432712606
190,4,0,0.5,0.7358007986455527,0.5825242839573807,0.8850318981014799
191,4,1,0.5,0.7411577330056952,0.5766228666272251,0.8784015704179408
192,4,2,0.5,0.7344161003929108,0.5601119937090725,0.8952117270227579
193,4,3,0.5,0.776397439938567,0.7190525354013882,0.8352332183839943
194,4,4,0.5,0.7396351277901368,0.5650624255390961,0.8935817466636793
195,5,0,0.5,0.7979845391878626,0.6910539783628143,0.679747267463572
196,5,1,0.5,0.7259568646212047,0.6226697709065114,0.7265476513274378
197,5,2,0.5,0.7734068256778138,0.6930438897893225,0.6678498622644874
198,5,3,0.5,0.7710865306479867,0.6953161102527596,0.6700491059241838
199,5,4,0.5,0.8015964608037955,0.692377685090123,0.6863292176572294
200,7,0,0.5,0.7855264952498893,0.7221291891746776,0.47312478787849477
201,7,1,0.5,0.7829431654332508,0.7249651043282849,0.41051237935185214
202,7,2,0.5,0.8181553719772514,0.6956388093103509,0.4129095839181087
203,7,3,0.5,0.7288799410666817,0.601843646475987,0.686845118817817
204,7,4,0.5,0.8123188577018599,0.6734352085282331,0.4213549500726093
205,9,0,0.5,0.803345741774071,0.7180762735345115,0.29879632228743025
206,9,1,0.5,0.7855771174327217,0.561984892515606,0.6980461237860024
207,9,2,0.5,0.7914526424942315,0.6689526974296985,0.3549121931472353
208,9,3,0.5,0.8028362712165147,0.6851766692650072,0.31091568904977457
209,9,4,0.5,0.7890474073020766,0.5467983807005019,0.3316562240364137
210,12,0,0.5,0.806013598467483,0.6931247206257987,0.19066710135532916
211,12,1,0.5,0.8046752838836205,0.7218018353710343,0.2561822276939852
212,12,2,0.5,0.8069593457468274,0.7375228921723758,0.21733843757164312
213,12,3,0.5,0.7789998640902956,0.4043078130250773,0.25175121622813107
214,12,4,0.5,0.8129326173886543,0.6793759299131836,0.22408919776290365
215,16,0,0.5,0.7786917993131984,0.3222181035036058,0.21934729313922235
216,16,1,0.5,0.7780124691154207,0.532159154960624,0.1460693148979632
217,16,2,0.5,0.7906313643981704,0.478770355421006,0.19285226068108516
